10.243,1.3698,0
9.8072,-3.4605,0
3.2632,-2.2552,0
9.2711,-4.0075,0
4.5864,8.2675,0
3.1592,-1.4759,0
-3.8878,-1.8923,0
0.87769,8.0552,0
8.6303,-6.2331,0
8.6697,-5.9389,0
1.2687,-4.316,0
8.5196,-5.7084,0
8.736,-5.7013,0
-1.9189,8.0692,0
10.02,2.2231,0
2.7536,-3.382,0
-4.9745,4.825,0
8.9919,-3.0158,0
9.3023,1.9054,0
7.9537,-4.9653,0
5.7582,7.1027,0
3.0167,1.8043,0
10.022,-1.1328,0
9.6213,-4.3104,0
7.0367,6.3911,0
9.6906,3.163,0
9.587,4.8148,0
-4.5124,3.7219,0
5.4281,7.7646,0
-0.076657,-4.1878,0
8.134,6.1406,0
2.2668,1.448,0
-4.4614,-1.1756,0
3.6077,1.9003,0
4.2819,-1.2424,0
10.152,1.2163,0
7.289,6.1712,0
-5.1398,0.2888,0
9.2102,-5.1048,0
3.0558,2.0972,0
-4.2687,5.6741,0
-5.9114,3.0488,0
9.5743,3.4246,0
9.5694,1.7065,0
-1.0827,-3.6048,0
-1.6763,8.3993,0
-4.1963,5.5698,0
5.4039,7.7982,0
8.232,5.2082,0
9.0037,4.4334,0
-4.1171,-1.0963,0
6.7246,6.1907,0
6.1489,8.1923,0
1.2391,-4.6424,0
2.9528,-2.4042,0
-2.3945,8.3007,0
8.3478,-5.5612,0
-5.7101,1.8889,0
2.2395,9.2206,0
-2.7979,-3.4032,0
9.6187,3.5868,0
-3.8381,-3.0838,0
-0.74331,7.5601,0
7.4366,5.5117,0
10.351,-3.1314,0
8.4589,-5.4193,0
1.1388,9.2537,0
2.5552,-3.6127,0
1.4546,-3.81,0
-4.2526,-1.8456,0
10.662,0.56773,0
-3.027,-2.4248,0
9.8582,1.9268,0
-2.9985,-2.6533,0
9.2336,-4.5566,0
-5.1103,2.0535,0
-0.52721,-4.3976,0
-4.0718,-3.1094,0
4.6353,8.5848,0
-2.0256,7.2567,0
-5.5874,1.7644,0
10.783,0.53921,0
2.7159,8.9979,0
0.28345,8.7356,0
9.1072,-3.6908,0
-4.8975,-1.2715,0
9.6439,3.8871,0
9.6814,3.3962,0
-4.9661,3.6996,0
1.4374,9.4109,0
4.0859,-0.58164,0
3.187,1.701,0
-0.71906,8.2079,0
9.1484,3.4506,0
9.4937,-4.5893,0
2.5722,-3.2377,0
1.2945,8.2433,0
-2.9262,6.534,0
0.83752,2.2616,0
-6.2504,1.4805,0
1.4823,-3.4893,0
10.006,2.4492,0
-4.6646,-0.9181,0
0.04765,8.9247,0
0.89228,-3.325,0
3.8842,8.8969,0
-3.4622,-3.0506,0
6.5632,7.376,0
6.4945,6.8418,0
9.6102,4.6093,0
-3.4674,6.0446,0
4.7123,-1.1943,0
-2.5517,-3.2088,0
9.5938,-3.6258,0
1.9303,-3.5575,0
9.7784,0.23572,0
0.23208,8.0364,0
8.1011,-6.5081,0
4.1372,-0.10576,0
-3.3919,6.816,0
3.8348,-2.6968,0
8.6722,-6.1766,0
0.28453,1.6605,0
9.871,3.0526,0
9.5136,0.5872,0
10.337,-0.87781,0
4.2116,-1.4859,0
-4.7346,3.6291,0
-3.3301,-2.3977,0
10.707,2.2906,0
-3.8683,5.4346,0
9.7916,-3.9497,0
0.51992,-4.3048,0
-3.9406,-2.7669,0
1.1058,-3.5704,0
1.7263,-2.706,0
10.688,-1.3073,0
2.2824,8.049,0
1.3254,8.4474,0
1.424,-4.2388,0
10.295,-0.70374,0
4.573,8.1193,0
-6.3118,2.6066,0
-0.81078,8.6426,0
-5.244,4.3868,0
3.3588,0.22129,0
-3.1129,-3.7088,0
2.4032,-3.0235,0
-0.80155,-3.4234,0
-3.5406,-2.5378,0
-5.2035,5.4338,0
3.2142,1.4269,0
